あい /アイ/
もりーな /モリーナ/
もる /モル/
もるがないと /モルガナイト/
もるがん /モルガン/
もるぐ /モルグ/
もるじぶ /モルジブ/
もるたる /モルタル/
もるだう /モルダウ/
もるでぃぶ /モルディブ;.mv/
もると /モルト;(It)非常に/
もるとうぃすきー /モルトウィスキー/
もるとういすきー /モルトウイスキー/
もるどう゛ぁ /モルドヴァ/
もるどば /モルドバ;.md/
もるどーる /モルドール/
もるひね /モルヒネ/
もるもっと /モルモット;(蘭語) guinea pig/
もるもん /モルモン/
もれ /モレ/
もれきゅらー /モレキュラー/
もれってぃ /モレッティ/
もれの /モレノ/
もれる /モレル/
もれろ /モレロ/
もれーん /モレーン/
もろ /モロ/
もろう /モロウ/
もろかい /モロカイ/
もろぞふ /モロゾフ/
もろっこ /モロッコ;.ma/
もろに /モロニ/
もろへいや /モロヘイヤ/
もろー /モロー/
もわ /モワ/
もん /モン/
もんきー /モンキー/
もんく /モンク/
もんごめり /モンゴメリ/
もんごめりー /モンゴメリー/
もんごりあ /モンゴリア;.mn/
もんごりあん /モンゴリアン/
もんごる /モンゴル/
もんごろいど /モンゴロイド/
もんすたー /モンスター/
もんすたーず /モンスターズ/
もんすーん /モンスーン/
もんたぎゅー /モンタギュー/
もんたな /モンタナ;MT/
もんたん /モンタン/
もんたーじゅ /モンタージュ/
もんて /モンテ/
もんてぃ /モンティ/
もんてう゛ぇるでぃ /モンテヴェルディ/
もんてかるろ /モンテカルロ;Monte-Carlo/
もんてくりすと /モンテクリスト;Monte Cristo/
もんてす /モンテス/
もんてすきゅー /モンテスキュー/
もんてっそーり /モンテッソーリ/
もんてっら /モンテッラ/
もんてでぃお /モンテディオ;[Jリーグ]山形/
もんてねぐろ /モンテネグロ/
もんてびでお /モンテビデオ/
もんてろーざ /モンテローザ;Monte Rosa/
もんてーにゅ /モンテーニュ/
もんと /モント/
もんとごめりー /モントゴメリー;地名/
もんとせらと /モントセラト;.ms/
もんとりおーる /モントリオール/
もんとるー /モントルー;スイス/
もんとれー /モントレー;USA/
もんとーや /モントーヤ/
もんど /モンド/
もんどりあん /モンドリアン;(英語綴り)=Mondriaan/
もんばさ /モンバサ/
もんぱるなす /モンパルナス;15区/
もんぶらん /モンブラン;Mont Blanc/
もんぺりえ /モンペリエ/
もんぽう /モンポウ/
もんまるとる /モンマルトル;18区/
もんろー /モンロー/
もんろーず /モンローズ;Mont Rose/
もーあ /モーア/
もーがん /モーガン/
もーぐ /モーグ/
もーぐる /モーグル/
もーげーじ /モーゲージ/
もーしょん /モーション/
もーしょんきゃぷちゃ /モーションキャプチャ/
もーしょんきゃぷちゃー /モーションキャプチャー/
もーしょんぴくちゃー /モーションピクチャー/
もーしょんふぃーどばっく /モーションフィードバック/
もーす /モース/
もーせ /モーセ/
もーぜ /モーゼ/
もーぜす /モーゼス/
もーぜる /モーゼル/
もーた /モータ/
もーたうん /モータウン/
もーたりぜーしょん /モータリゼーション/
もーたる /モータル/
もーたー /モーター/
もーたーかー /モーターカー/
もーたーさいくる /モーターサイクル/
もーたーしょー /モーターショー/
もーたーす /モータース/
もーたーすぽーつ /モータースポーツ/
もーたーず /モーターズ/
もーたーぼーと /モーターボート/
もーだる /モーダル/
もーだるしふと /モーダルシフト/
もーつぁると /モーツァルト/
もーつあると /モーツアルト/
もーてる /モーテル/
もーと /モート/
もーとん /モートン/
もーど /モード/
もーどらいん /モードライン/
もーどれす /モードレス/
もーにん /モーニン;moanin'/
もーにんぐ /モーニング;うめき/
もーにんぐこーる /モーニングコール;和製英語(wake-up call)/
もーにんぐすたー /モーニングスター/
もーにんぐせっと /モーニングセット/
もーぱっさん /モーパッサン/
もーびる /モービル/
もーびー /モービー/
もーふ /モーフ/
もーふぃんぐ /モーフィング/
もーぶ /モーブ/
もーむ /モーム/
もーめんたむ /モーメンタム/
もーめんつ /モーメンツ/
もーめんと /モーメント/
もーら /モーラ/
もーらん /モーラン/
もーり /モーリ/
もーりあ /モーリア/
もーりしゃす /モーリシャス;.mu/
もーりす /モーリス/
もーりたにあ /モーリタニア;.mr/
もーりっつ /モーリッツ/
もーりん /モーリン/
もーりー /モーリー/
もーりーん /モーリーン/
もーる /モール;(ポルトガル語)/
もーるす /モールス/
もーるすきん /モールスキン/
もーるど /モールド/
もーろ /モーロ/
もーん /モーン/
やいる /ヤイル/
やうんで /ヤウンデ/
やえる /ヤエル/
やく /ヤク/
やくると /ヤクルト/
やくーつく /ヤクーツク/
やこび /ヤコビ/
やこぶ /ヤコブ/
やこぶせん /ヤコブセン/
やこぶそん /ヤコブソン/
やすぱーす /ヤスパース/
やっけ /ヤッケ/
やっほー /ヤッホー;yoo-hoo/
やな /ヤナ/
やなーちぇく /ヤナーチェク/
やに /ヤニ/
やぬしゅ /ヤヌシュ/
やぬす /ヤヌス;>january/
やはうぇ /ヤハウェ/
やふー /ヤフー;www.yahoo.com/
やふーおーくしょん /ヤフーオークション;auctions.yahoo.co.jp/
やぷろぐ /ヤプログ;www.yaplog.jp/
やぷー /ヤプー/
やぷーず /ヤプーズ/
やまは /ヤマハ/
やむすくろ /ヤムスクロ/
やり /ヤリ/
やるた /ヤルタ/
やるの /ヤルノ/
やれど /ヤレド/
やん /ヤン/
やんきー /ヤンキー/
やんきーす /ヤンキース;[MLB]/
やんく /ヤンク/
やんぐ /ヤング/
やんぐあだると /ヤングアダルト;young adult/
やんぐさんでー /ヤングサンデー;小学館/
やんぐじゃんぷ /ヤングジャンプ;集英社/
やんぐまがじん /ヤングマガジン;講談社/
やんごん /ヤンゴン/
やんせん /ヤンセン/
やんな /ヤンナ/
やんね /ヤンネ/
やー /ヤー;(独語)/
やーうぇ /ヤーウェ/
やーう゛ぇ /ヤーヴェ/
やーこぶ /ヤーコブ/
やーだ /ヤーダ/
やーど /ヤード/
やーのしゅ /ヤーノシュ/
やーのっしゅ・ふぉん・のいまん /ヤーノッシュ・フォン・ノイマン/
やーん /ヤーン/
ゆあ /ユア/
ゆあせるふ /ユアセルフ/
ゆあん /ユアン/
ゆあーず /ユアーズ/
ゆいすまんす /ユイスマンス/
ゆうろぴうむ /ユウロピウム/
ゆかたん /ユカタン/
ゆから /ユカラ/
ゆぐどらしる /ユグドラシル;[北欧神話]世界樹/
ゆぐのー /ユグノー/
ゆごー /ユゴー/
ゆじのさはりんすく /ユジノサハリンスク;Yuzhno-Sakhalinsk/
ゆた /ユタ;UT/
ゆだ /ユダ;(キリストを売った弟子)/
ゆだや /ユダヤ/
ゆっか /ユッカ/
ゆっけ /ユッケ;(朝鮮語)/
ゆっし /ユッシ/
ゆとりろ /ユトリロ/
ゆとれひと /ユトレヒト/
ゆないてっど /ユナイテッド/
ゆなかいと /ユナカイト/
ゆに /ユニ/
ゆにう゛ぁーす /ユニヴァース/
ゆにおん /ユニオン/
ゆにきゃすと /ユニキャスト/
ゆにくろ /ユニクロ;www.uniqlo.com/
ゆにこーど /ユニコード/
ゆにこーん /ユニコーン/
ゆにしす /ユニシス;www.unisys.com/
ゆにせっくす /ユニセックス/
ゆにせふ /ユニセフ;www.unicef.org/
ゆにそる /ユニソル/
ゆにぞん /ユニゾン/
ゆにたり /ユニタリ/
ゆにっくす /ユニックス/
ゆにっと /ユニット/
ゆにっとばす /ユニットバス;和製英語(prefabricated bath)/
ゆにて /ユニテ;仏語/
ゆにてぃ /ユニティ/
ゆにてぃー /ユニティー/
ゆにばーさる /ユニバーサル/
ゆにばーさるさーびす /ユニバーサルサービス/
ゆにばーさるすたじお /ユニバーサルスタジオ;www.universalstudios.com/
ゆにばーさるでざいん /ユニバーサルデザイン/
ゆにばーしあーど /ユニバーシアード/
ゆにばーしてぃ /ユニバーシティ/
ゆにばーす /ユニバース/
ゆにふぁい /ユニファイ/
ゆにふぁいあ /ユニファイア/
ゆにふぁいあぶる /ユニファイアブル/
ゆにふぃけーしょん /ユニフィケーション/
ゆにふぉーむ /ユニフォーム/
ゆにぷろせっさ /ユニプロセッサ/
ゆにほーむ /ユニホーム/
ゆにまが /ユニマガ/
ゆにらてらりずむ /ユニラテラリズム/
ゆにーく /ユニーク/
ゆねすこ /ユネスコ;www.unesco.org/
ゆの /ユノ/
ゆは /ユハ/
ゆびきたす /ユビキタス/
ゆびきのん /ユビキノン/
ゆぴてる /ユピテル/
ゆぷしろん /ユプシロン/
ゆべーる /ユベール/
ゆぺーる /ユペール/
ゆまにすと /ユマニスト/
ゆまにすむ /ユマニスム/
ゆまにて /ユマニテ;仏語/
ゆり /ユリ/
ゆりあ /ユリア;尿素/
ゆりあぬす /ユリアヌス/
ゆりあん /ユリアン/
ゆりいか /ユリイカ/
ゆりうす /ユリウス/
ゆりしーず /ユリシーズ/
ゆる /ユル/
ゆるげん /ユルゲン/
ゆんかー /ユンカー/
ゆんぐ /ユング/
ゆんぐふらう /ユングフラウ/
ゆんける /ユンケル;(独語)/
ゆー /ユー/
ゆーから /ユーカラ;(アイヌ語)/
ゆーかり /ユーカリ/
ゆーくりっど /ユークリッド;euclid/
ゆーぐ /ユーグ/
ゆーげんと /ユーゲント/
ゆーご /ユーゴ/
ゆーごすらう゛ぃあ /ユーゴスラヴィア/
ゆーごすらびあ /ユーゴスラビア;.yu/
ゆーごー /ユーゴー/
ゆーざ /ユーザ;user/
ゆーざあかうんと /ユーザアカウント/
ゆーざいんたふぇーす /ユーザインタフェース/
ゆーざいんたーふぇーす /ユーザインターフェース/
ゆーざえーじぇんと /ユーザエージェント/
ゆーざがいど /ユーザガイド/
ゆーざぐるーぷ /ユーザグループ/
ゆーざさいど /ユーザサイド/
ゆーざさぽーと /ユーザサポート/
ゆーざびりてぃ /ユーザビリティ/
ゆーざふれんどり /ユーザフレンドリ/
ゆーざふれんどりー /ユーザフレンドリー/
ゆーざまにゅある /ユーザマニュアル/
ゆーざもーど /ユーザモード/
ゆーざ・いんたふぇーす /ユーザ・インタフェース/
ゆーざー /ユーザー/
ゆーざーあかうんと /ユーザーアカウント/
ゆーざーいんたーふぇーす /ユーザーインターフェース/
ゆーざーえーじぇんと /ユーザーエージェント/
